Chromosome,Source,Feature,Start,End,Score,Strand,Frame,TranscriptID
2_RagTag,AUGUSTUS,gene,348474025,348476816,0.62,-,.,g15808
ptg000214l,AUGUSTUS,gene,2249956,2262156,0.47,+,.,g27407
2_RagTag,GeneMark.hmm3,gene,58030672,58039841,.,+,.,gene_id file_2_12180_g; transcript_id file_2_12180_t;
2_RagTag,AUGUSTUS,gene,106856836,106857985,0.05,-,.,g10919
1_RagTag,AUGUSTUS,gene,217232824,217233924,0.28,+,.,g5395
3_RagTag,AUGUSTUS,gene,151711584,151712305,0.73,+,.,g22112
ptg000587l,AUGUSTUS,gene,219506,220216,0.23,-,.,g27828
1_RagTag,AUGUSTUS,gene,229274502,229292984,0.01,+,.,g5848
3_RagTag,AUGUSTUS,gene,321744867,321745252,0.46,-,.,g25844
ptg000214l,AUGUSTUS,gene,324347,350065,0.03,-,.,g27354
3_RagTag,AUGUSTUS,gene,285268017,285268668,0.37,-,.,g24927
3_RagTag,AUGUSTUS,gene,99810151,99811590,0.68,+,.,g20953
1_RagTag,AUGUSTUS,gene,234890638,234920610,0.06,-,.,g5995
3_RagTag,AUGUSTUS,gene,172573755,172583719,0.01,-,.,g22546
3_RagTag,GeneMark.hmm3,gene,367455292,367455950,.,+,.,gene_id file_2_33898_g; transcript_id file_2_33898_t;
3_RagTag,AUGUSTUS,gene,114961913,114964466,0.29,-,.,g21282
3_RagTag,AUGUSTUS,gene,85371070,85371572,0.33,+,.,g20562
3_RagTag,AUGUSTUS,gene,324141540,324144761,0.04,-,.,g25917
3_RagTag,AUGUSTUS,gene,136463965,136482456,0.82,-,.,g21795
2_RagTag,AUGUSTUS,gene,25153825,25158098,0.54,-,.,g8723
ptg000857l,AUGUSTUS,gene,96066,96491,0.19,+,.,g28134
3_RagTag,AUGUSTUS,gene,255845427,255935017,0.3,+,.,g24201
2_RagTag,AUGUSTUS,gene,75029177,75031365,0.69,-,.,g10056
1_RagTag,AUGUSTUS,gene,86554122,86555714,0.99,-,.,g2758
2_RagTag,GeneMark.hmm3,gene,281766679,281767274,.,+,.,gene_id file_2_18123_g; transcript_id file_2_18123_t;
3_RagTag,AUGUSTUS,gene,187968838,187969462,0.02,+,.,g22883
1_RagTag,AUGUSTUS,gene,25244606,25267877,0.03,-,.,g922
3_RagTag,AUGUSTUS,gene,362647228,362649105,0.63,+,.,g26912
2_RagTag,AUGUSTUS,gene,104099157,104105307,0.02,-,.,g10840
1_RagTag,AUGUSTUS,gene,144348984,144351701,0,+,.,g3881
2_RagTag,AUGUSTUS,gene,396113043,396116123,0.09,-,.,g16891
1_RagTag,AUGUSTUS,gene,216827899,216852664,0,+,.,g5381
3_RagTag,GeneMark.hmm3,gene,80244494,80263243,.,-,.,gene_id file_2_25666_g; transcript_id file_2_25666_t;
2_RagTag,AUGUSTUS,gene,183475787,183476684,0.21,+,.,g12454
1_RagTag,AUGUSTUS,gene,215663228,215663524,0.21,-,.,g5333
2_RagTag,GeneMark.hmm3,gene,368420069,368420550,.,+,.,gene_id file_2_20545_g; transcript_id file_2_20545_t;
ptg000875l,AUGUSTUS,gene,5684,20873,0.01,-,.,g28163
2_RagTag,AUGUSTUS,gene,314485275,314492166,0.95,-,.,g14971
1_RagTag,AUGUSTUS,gene,192822834,192828840,0.01,-,.,g4770
2_RagTag,AUGUSTUS,gene,285579180,285579733,0.4,-,.,g14374
1_RagTag,AUGUSTUS,gene,58923862,58925509,0.09,-,.,g1966
1_RagTag,AUGUSTUS,gene,188572413,188609269,0.23,-,.,g4639
2_RagTag,AUGUSTUS,gene,395577686,395578911,0.9,-,.,g16870
3_RagTag,AUGUSTUS,gene,313948397,313992542,0.01,-,.,g25647
2_RagTag,AUGUSTUS,gene,215579221,215581025,0.17,+,.,g13044
3_RagTag,AUGUSTUS,gene,141170645,141171227,0.43,+,.,g21902
1_RagTag,AUGUSTUS,gene,68262936,68265062,0.2,+,.,g2226
2_RagTag,GeneMark.hmm3,gene,236007690,236008373,.,+,.,gene_id file_2_16978_g; transcript_id file_2_16978_t;
3_RagTag,AUGUSTUS,gene,275220410,275220770,0.27,-,.,g24692
1_RagTag,AUGUSTUS,gene,284154530,284157232,0.39,+,.,g7076
1_RagTag,AUGUSTUS,gene,272515218,272516161,0.04,-,.,g6766
1_RagTag,AUGUSTUS,gene,62621876,62651751,0.03,-,.,g2072
1_RagTag,AUGUSTUS,gene,301686089,301686953,0.6,+,.,g7650
2_RagTag,AUGUSTUS,gene,161663925,161673602,0.12,-,.,g11979
ptg000043l,AUGUSTUS,gene,719910,734268,0.09,+,.,g27316
3_RagTag,AUGUSTUS,gene,347738295,347760526,0.08,+,.,g26459
1_RagTag,AUGUSTUS,gene,80491331,80507628,0.07,-,.,g2564
1_RagTag,GeneMark.hmm3,gene,80470680,80474448,.,+,.,gene_id file_2_3215_g; transcript_id file_2_3215_t;
1_RagTag,AUGUSTUS,gene,62239473,62243679,0.03,+,.,g2059
1_RagTag,AUGUSTUS,gene,310332431,310345477,0.1,-,.,g7921
3_RagTag,AUGUSTUS,gene,64715059,64725658,0.01,-,.,g20062
3_RagTag,GeneMark.hmm3,gene,127048371,127048724,.,+,.,gene_id file_2_27068_g; transcript_id file_2_27068_t;
2_RagTag,GeneMark.hmm3,gene,257164641,257165195,.,+,.,gene_id file_2_17515_g; transcript_id file_2_17515_t;
1_RagTag,AUGUSTUS,gene,152581433,152590752,0.37,-,.,g4056
1_RagTag,AUGUSTUS,gene,42940222,42981647,0.03,+,.,g1456
1_RagTag,AUGUSTUS,gene,232680279,232697304,0.02,-,.,g5937
1_RagTag,AUGUSTUS,gene,45100121,45128065,0.01,-,.,g1531
3_RagTag,AUGUSTUS,gene,371416584,371418059,0.02,+,.,g27151
2_RagTag,AUGUSTUS,gene,251254286,251260947,0.04,-,.,g13717
ptg000528l,AUGUSTUS,gene,1153783,1154098,0.14,-,.,g27772
2_RagTag,AUGUSTUS,gene,391640284,391641010,0.19,+,.,g16800
1_RagTag,AUGUSTUS,gene,172990488,172995763,0.01,-,.,g4347
3_RagTag,AUGUSTUS,gene,337566812,337573213,0.08,+,.,g26236
3_RagTag,AUGUSTUS,gene,63162097,63164590,0.01,+,.,g20024
3_RagTag,AUGUSTUS,gene,81942228,81950856,0.54,+,.,g20501
1_RagTag,AUGUSTUS,gene,232036179,232059335,0.04,+,.,g5930
1_RagTag,AUGUSTUS,gene,245290464,245291583,0,+,.,g6208
3_RagTag,AUGUSTUS,gene,25640314,25640750,0.31,+,.,g19041
2_RagTag,GeneMark.hmm3,gene,297426572,297434858,.,+,.,gene_id file_2_18544_g; transcript_id file_2_18544_t;
1_RagTag,AUGUSTUS,gene,256569076,256570275,0.65,-,.,g6456
1_RagTag,AUGUSTUS,gene,297693251,297693727,0.14,-,.,g7473
2_RagTag,AUGUSTUS,gene,348119652,348134588,0.23,-,.,g15804
3_RagTag,GeneMark.hmm3,gene,129128818,129138867,.,+,.,gene_id file_2_27135_g; transcript_id file_2_27135_t;
3_RagTag,GeneMark.hmm3,gene,134001856,134002446,.,+,.,gene_id file_2_27284_g; transcript_id file_2_27284_t;
2_RagTag,AUGUSTUS,gene,310411629,310413242,0.97,+,.,g14890
1_RagTag,AUGUSTUS,gene,12809643,12809970,0.43,+,.,g423
2_RagTag,AUGUSTUS,gene,29676990,29696865,0.06,-,.,g8885
3_RagTag,AUGUSTUS,gene,373821265,373857075,0.01,+,.,g27237
3_RagTag,AUGUSTUS,gene,309874136,309874948,0.9,-,.,g25547
3_RagTag,AUGUSTUS,gene,210202353,210213737,0.29,+,.,g23278
2_RagTag,AUGUSTUS,gene,187566642,187571438,0.01,+,.,g12544
2_RagTag,AUGUSTUS,gene,216399825,216402436,0.04,-,.,g13056
3_RagTag,AUGUSTUS,gene,202395710,202396611,0.05,-,.,g23154
3_RagTag,AUGUSTUS,gene,71363479,71390744,0.1,+,.,g20246
1_RagTag,AUGUSTUS,gene,327330,341995,0.13,-,.,g10
1_RagTag,AUGUSTUS,gene,34458446,34505090,0.01,+,.,g1218
3_RagTag,AUGUSTUS,gene,350204864,350211164,0.01,+,.,g26522
3_RagTag,AUGUSTUS,gene,292318625,292384161,0.01,-,.,g25171
1_RagTag,AUGUSTUS,gene,31265814,31266176,0.39,-,.,g1121
1_RagTag,AUGUSTUS,gene,214091587,214092209,0.19,+,.,g5309
1_RagTag,AUGUSTUS,gene,312293017,312306112,0.37,+,.,g7959
2_RagTag,AUGUSTUS,gene,95618579,95655155,0.02,-,.,g10606
3_RagTag,AUGUSTUS,gene,174176391,174224601,0.12,-,.,g22584
3_RagTag,AUGUSTUS,gene,226297201,226312159,0.08,-,.,g23591
2_RagTag,AUGUSTUS,gene,20152938,20161699,0.04,-,.,g8551
3_RagTag,AUGUSTUS,gene,32838276,32838800,0.27,+,.,g19276
1_RagTag,GeneMark.hmm3,gene,69523211,69543566,.,+,.,gene_id file_2_2841_g; transcript_id file_2_2841_t;
2_RagTag,GeneMark.hmm3,gene,321272616,321273097,.,-,.,gene_id file_2_19206_g; transcript_id file_2_19206_t;
2_RagTag,AUGUSTUS,gene,230448154,230450867,0.68,+,.,g13297
1_RagTag,AUGUSTUS,gene,295450342,295465356,0.27,-,.,g7391
3_RagTag,AUGUSTUS,gene,320229776,320230703,0.3,-,.,g25806
2_RagTag,AUGUSTUS,gene,181397437,181399545,0.01,-,.,g12422
3_RagTag,AUGUSTUS,gene,289240739,289243953,0.21,+,.,g25076
3_RagTag,AUGUSTUS,gene,40771508,40775516,0.01,+,.,g19505
1_RagTag,AUGUSTUS,gene,32507319,32507762,0,-,.,g1159
1_RagTag,AUGUSTUS,gene,181730837,181764498,0.01,+,.,g4491
3_RagTag,AUGUSTUS,gene,56031831,56032765,0.27,+,.,g19878
2_RagTag,AUGUSTUS,gene,386821327,386822726,0.18,-,.,g16673
1_RagTag,AUGUSTUS,gene,300548862,300556427,0.04,+,.,g7587
1_RagTag,AUGUSTUS,gene,160492334,160493096,0.25,-,.,g4177
1_RagTag,AUGUSTUS,gene,52641910,52706730,0.03,-,.,g1765
1_RagTag,AUGUSTUS,gene,235270504,235271595,0.99,+,.,g6005
3_RagTag,AUGUSTUS,gene,321446441,321462330,0.04,-,.,g25837
3_RagTag,AUGUSTUS,gene,301880980,301881666,0.22,+,.,g25352
ptg000528l,AUGUSTUS,gene,51775,52266,0.37,-,.,g27741
1_RagTag,AUGUSTUS,gene,275667194,275702415,0.02,+,.,g6840
1_RagTag,AUGUSTUS,gene,229008846,229009525,0.17,+,.,g5832
2_RagTag,AUGUSTUS,gene,395534906,395539939,0.09,+,.,g16868
2_RagTag,AUGUSTUS,gene,168777957,168791847,0.07,-,.,g12122
1_RagTag,AUGUSTUS,gene,82166355,82193245,0.01,-,.,g2634
3_RagTag,AUGUSTUS,gene,223990895,224008659,0.04,-,.,g23541
2_RagTag,AUGUSTUS,gene,424234900,424318498,0.08,-,.,g17648
1_RagTag,GeneMark.hmm3,gene,87677415,87687768,.,-,.,gene_id file_2_3485_g; transcript_id file_2_3485_t;
1_RagTag,AUGUSTUS,gene,126862426,126867216,0.02,+,.,g3512
2_RagTag,AUGUSTUS,gene,73632121,73640112,0.8,-,.,g10017
1_RagTag,AUGUSTUS,gene,287527292,287530255,0.02,+,.,g7171
3_RagTag,AUGUSTUS,gene,71996846,72013179,0,-,.,g20253
3_RagTag,AUGUSTUS,gene,114694360,114697123,0.65,+,.,g21274
1_RagTag,GeneMark.hmm3,gene,232397783,232398172,.,+,.,gene_id file_2_7561_g; transcript_id file_2_7561_t;
3_RagTag,AUGUSTUS,gene,218214043,218214512,0.17,-,.,g23436
2_RagTag,AUGUSTUS,gene,229538527,229544618,0.04,-,.,g13285
1_RagTag,AUGUSTUS,gene,61885367,61893981,0.04,+,.,g2052
1_RagTag,AUGUSTUS,gene,220567458,220568396,0.46,-,.,g5516
1_RagTag,AUGUSTUS,gene,33183955,33190710,0.03,+,.,g1175
2_RagTag,AUGUSTUS,gene,131302692,131332795,0.01,-,.,g11417
1_RagTag,AUGUSTUS,gene,83053433,83080061,0.14,-,.,g2654
ptg000856l,AUGUSTUS,gene,35849,36727,0.32,-,.,g28126
2_RagTag,AUGUSTUS,gene,244895284,245039610,0.02,-,.,g13590
3_RagTag,AUGUSTUS,gene,68300771,68321347,0.2,+,.,g20164
2_RagTag,AUGUSTUS,gene,370873002,370873488,0.5,+,.,g16313
3_RagTag,AUGUSTUS,gene,87136063,87136677,0.32,-,.,g20633
2_RagTag,AUGUSTUS,gene,362566919,362576955,0.61,-,.,g16133
2_RagTag,AUGUSTUS,gene,178114952,178116666,0.05,-,.,g12353
3_RagTag,AUGUSTUS,gene,199941896,199943057,0.38,-,.,g23096
2_RagTag,AUGUSTUS,gene,340666516,340674514,0.38,-,.,g15632
2_RagTag,AUGUSTUS,gene,149510914,149526961,0.1,-,.,g11759
1_RagTag,AUGUSTUS,gene,306232733,306233441,0.94,+,.,g7773
2_RagTag,AUGUSTUS,gene,136836374,136861872,0.01,-,.,g11518
3_RagTag,AUGUSTUS,gene,273773067,273796058,0.25,-,.,g24641
1_RagTag,AUGUSTUS,gene,191323300,191334476,0.5,+,.,g4708
2_RagTag,AUGUSTUS,gene,416622214,416626621,0.18,+,.,g17442
2_RagTag,AUGUSTUS,gene,49321721,49323118,0.33,-,.,g9365
3_RagTag,AUGUSTUS,gene,85892356,85920758,0.01,-,.,g20590
2_RagTag,AUGUSTUS,gene,167785631,167786031,0.49,-,.,g12089
2_RagTag,AUGUSTUS,gene,202691430,202692016,0.22,-,.,g12867
2_RagTag,AUGUSTUS,gene,354737212,354749548,0.18,+,.,g15971
2_RagTag,AUGUSTUS,gene,158880000,158963626,0.35,-,.,g11923
1_RagTag,GeneMark.hmm3,gene,60328733,60334377,.,-,.,gene_id file_2_2524_g; transcript_id file_2_2524_t;
3_RagTag,AUGUSTUS,gene,161861154,161887799,0.22,+,.,g22323
1_RagTag,AUGUSTUS,gene,213451658,213452731,0.24,+,.,g5293
2_RagTag,AUGUSTUS,gene,248032357,248041560,0.03,-,.,g13659
1_RagTag,AUGUSTUS,gene,189098169,189167393,0.02,+,.,g4650
3_RagTag,AUGUSTUS,gene,305839102,305861087,0.02,-,.,g25459
2_RagTag,AUGUSTUS,gene,227022168,227086057,0.02,-,.,g13241
2_RagTag,AUGUSTUS,gene,428884984,428887942,0.32,+,.,g17798
2_RagTag,AUGUSTUS,gene,399291742,399294135,0.19,-,.,g16975
2_RagTag,AUGUSTUS,gene,48869478,48874769,0.26,+,.,g9359
3_RagTag,AUGUSTUS,gene,340212540,340213071,0.12,+,.,g26281
3_RagTag,AUGUSTUS,gene,147489842,147495793,0.14,+,.,g22038
2_RagTag,AUGUSTUS,gene,131427782,131428986,0.8,+,.,g11423
1_RagTag,AUGUSTUS,gene,151022422,151024484,0.09,+,.,g4024
1_RagTag,AUGUSTUS,gene,78930503,78944961,0.2,+,.,g2510
3_RagTag,AUGUSTUS,gene,62186824,62189112,0.64,+,.,g19997
2_RagTag,AUGUSTUS,gene,21807976,21818119,0.97,-,.,g8609
ptg000794l,AUGUSTUS,gene,658861,680112,0.54,-,.,g28052
1_RagTag,AUGUSTUS,gene,256560457,256561488,0.95,+,.,g6455
2_RagTag,AUGUSTUS,gene,233769430,233776123,0.16,-,.,g13380
3_RagTag,AUGUSTUS,gene,117756247,117786015,0.24,+,.,g21375
3_RagTag,AUGUSTUS,gene,114843583,114859928,0.29,-,.,g21277
2_RagTag,AUGUSTUS,gene,45468941,45469456,0.55,+,.,g9276
1_RagTag,AUGUSTUS,gene,7939997,7953264,0.05,-,.,g251
3_RagTag,AUGUSTUS,gene,69877850,69926444,0,+,.,g20211
2_RagTag,AUGUSTUS,gene,232705094,232726043,0.01,-,.,g13349
3_RagTag,AUGUSTUS,gene,337828440,337829659,0.18,-,.,g26239
2_RagTag,AUGUSTUS,gene,442156693,442157487,0.91,-,.,g18126
1_RagTag,AUGUSTUS,gene,31616183,31617310,0.91,+,.,g1136
1_RagTag,AUGUSTUS,gene,27303095,27304381,0.7,+,.,g1000
3_RagTag,AUGUSTUS,gene,135683662,135705129,0.1,+,.,g21774
1_RagTag,AUGUSTUS,gene,296782089,296782410,0.55,+,.,g7442
1_RagTag,AUGUSTUS,gene,109114319,109154429,0.15,+,.,g3227
3_RagTag,AUGUSTUS,gene,159210809,159212166,0.9,-,.,g22275
1_RagTag,AUGUSTUS,gene,129501131,129502485,0.18,-,.,g3532
3_RagTag,AUGUSTUS,gene,172975412,172984166,0.18,+,.,g22554
3_RagTag,AUGUSTUS,gene,324824925,324826482,0.05,+,.,g25938
2_RagTag,AUGUSTUS,gene,388737452,388738259,0.07,+,.,g16718
3_RagTag,AUGUSTUS,gene,193733733,193738578,0.18,+,.,g22994
3_RagTag,AUGUSTUS,gene,277648486,277658179,0.24,-,.,g24733
2_RagTag,AUGUSTUS,gene,94347088,94349516,0.46,+,.,g10561
1_RagTag,AUGUSTUS,gene,276079187,276081971,0.09,+,.,g6851
2_RagTag,AUGUSTUS,gene,419603055,419603614,0.76,+,.,g17536
2_RagTag,AUGUSTUS,gene,104229885,104231941,0.32,+,.,g10845
ptg000242l,AUGUSTUS,gene,132153,137828,0.21,+,.,g27445
1_RagTag,AUGUSTUS,gene,10629389,10637532,0.01,-,.,g344
2_RagTag,AUGUSTUS,gene,106651257,106655539,0.44,-,.,g10915
1_RagTag,AUGUSTUS,gene,138070353,138112186,0,-,.,g3720
2_RagTag,AUGUSTUS,gene,135977921,136190861,0.02,+,.,g11494
1_RagTag,GeneMark.hmm3,gene,136694678,136696908,.,+,.,gene_id file_2_4700_g; transcript_id file_2_4700_t;
1_RagTag,AUGUSTUS,gene,18401328,18404330,0.04,+,.,g634
3_RagTag,AUGUSTUS,gene,140333592,140348536,0.47,-,.,g21872
3_RagTag,AUGUSTUS,gene,169991632,169998915,0.19,+,.,g22489
2_RagTag,AUGUSTUS,gene,304261987,304289933,0.13,-,.,g14750
1_RagTag,AUGUSTUS,gene,98028677,98029029,0.25,+,.,g2981
3_RagTag,AUGUSTUS,gene,127502039,127530760,0.08,+,.,g21596
2_RagTag,AUGUSTUS,gene,315118104,315131063,0.17,-,.,g14986
1_RagTag,AUGUSTUS,gene,266009438,266018821,0.47,-,.,g6638
3_RagTag,AUGUSTUS,gene,288863648,288863996,0.57,+,.,g25068
2_RagTag,AUGUSTUS,gene,261055935,261056286,0.36,-,.,g13881
1_RagTag,AUGUSTUS,gene,272930496,272967015,0.16,-,.,g6781
1_RagTag,AUGUSTUS,gene,94022719,94033566,0.2,-,.,g2914
2_RagTag,AUGUSTUS,gene,158107506,158109695,0.02,+,.,g11911
3_RagTag,AUGUSTUS,gene,16523859,16535123,0.16,-,.,g18759
2_RagTag,AUGUSTUS,gene,328585701,328605263,0.47,-,.,g15354
2_RagTag,AUGUSTUS,gene,238042587,238176474,0.01,-,.,g13477
2_RagTag,AUGUSTUS,gene,427539526,427541540,0.62,+,.,g17766
2_RagTag,AUGUSTUS,gene,295701555,295703143,0.79,+,.,g14574
2_RagTag,GeneMark.hmm3,gene,110208192,110213948,.,+,.,gene_id file_2_13856_g; transcript_id file_2_13856_t;
2_RagTag,AUGUSTUS,gene,365542415,365544613,0.07,-,.,g16203
1_RagTag,AUGUSTUS,gene,241901519,241919519,0.22,-,.,g6146
1_RagTag,AUGUSTUS,gene,118538054,118538434,0.36,+,.,g3402
1_RagTag,AUGUSTUS,gene,120169985,120180558,0.22,+,.,g3414
ptg000067l,AUGUSTUS,gene,93411,98373,0.07,+,.,g27329
3_RagTag,AUGUSTUS,gene,228583286,228587390,0.01,+,.,g23672
3_RagTag,AUGUSTUS,gene,323940561,323940841,0.26,+,.,g25911
3_RagTag,AUGUSTUS,gene,1270359,1286080,0.4,+,.,g18221
1_RagTag,AUGUSTUS,gene,228799224,228800358,0.38,-,.,g5820
2_RagTag,AUGUSTUS,gene,5115016,5115831,0.97,+,.,g8198
3_RagTag,AUGUSTUS,gene,366635921,366651817,0.04,-,.,g27031
2_RagTag,AUGUSTUS,gene,402093487,402105255,0.05,+,.,g17025
2_RagTag,AUGUSTUS,gene,189313972,189314865,0.26,-,.,g12575
3_RagTag,AUGUSTUS,gene,282304370,282315941,0.3,-,.,g24823
3_RagTag,AUGUSTUS,gene,349038518,349060174,0.05,-,.,g26507
2_RagTag,AUGUSTUS,gene,235383863,235395377,0.01,-,.,g13405
1_RagTag,AUGUSTUS,gene,296507394,296511366,0.28,+,.,g7427
2_RagTag,AUGUSTUS,gene,339565836,339579244,0.35,-,.,g15608
1_RagTag,AUGUSTUS,gene,27295798,27296784,0.45,+,.,g998
3_RagTag,AUGUSTUS,gene,334467607,334492627,0.04,-,.,g26191
3_RagTag,AUGUSTUS,gene,55558331,55572488,0,-,.,g19864
2_RagTag,AUGUSTUS,gene,431645009,431647703,0.49,-,.,g17886
2_RagTag,AUGUSTUS,gene,89360519,89370224,0.16,+,.,g10410
1_RagTag,AUGUSTUS,gene,143948662,143967693,0.15,-,.,g3867
1_RagTag,AUGUSTUS,gene,43042435,43044904,0.31,-,.,g1462
3_RagTag,AUGUSTUS,gene,109062378,109081005,0.07,+,.,g21156
2_RagTag,AUGUSTUS,gene,124817474,124822923,0.23,-,.,g11295
3_RagTag,AUGUSTUS,gene,114425301,114426910,0.7,+,.,g21259
3_RagTag,AUGUSTUS,gene,167096236,167097093,0.77,+,.,g22412
3_RagTag,AUGUSTUS,gene,314935309,314936031,0.89,+,.,g25674
3_RagTag,GeneMark.hmm3,gene,181740450,181741139,.,-,.,gene_id file_2_28576_g; transcript_id file_2_28576_t;
3_RagTag,AUGUSTUS,gene,22067639,22168496,0.04,-,.,g18927
2_RagTag,AUGUSTUS,gene,64801606,64831898,0.32,-,.,g9807
2_RagTag,AUGUSTUS,gene,35810621,35812692,0.29,-,.,g9043
1_RagTag,AUGUSTUS,gene,62914128,62943908,0.04,-,.,g2077
3_RagTag,AUGUSTUS,gene,247163418,247191213,0.03,-,.,g24010
3_RagTag,AUGUSTUS,gene,351262432,351285158,0.06,+,.,g26555
3_RagTag,AUGUSTUS,gene,11592309,11607212,0.01,-,.,g18588
3_RagTag,AUGUSTUS,gene,51449004,51450407,0.16,+,.,g19743
2_RagTag,AUGUSTUS,gene,161611424,161613503,0.39,+,.,g11978
2_RagTag,AUGUSTUS,gene,257870506,257879832,0.16,-,.,g13828
3_RagTag,AUGUSTUS,gene,127121220,127131842,0.01,+,.,g21586
3_RagTag,AUGUSTUS,gene,38207297,38208074,0.87,+,.,g19421
3_RagTag,AUGUSTUS,gene,129714924,129730689,0.05,-,.,g21642
3_RagTag,AUGUSTUS,gene,358159995,358161174,0.27,+,.,g26794
2_RagTag,AUGUSTUS,gene,426570464,426582146,0.12,-,.,g17736
1_RagTag,AUGUSTUS,gene,308585665,308587678,0.33,+,.,g7851
3_RagTag,GeneMark.hmm3,gene,367977913,367978932,.,-,.,gene_id file_2_33908_g; transcript_id file_2_33908_t;
3_RagTag,AUGUSTUS,gene,79562503,79583859,0.01,-,.,g20443
1_RagTag,AUGUSTUS,gene,112660597,112678166,0.16,+,.,g3294
2_RagTag,AUGUSTUS,gene,173137728,173139702,0.04,+,.,g12240
3_RagTag,AUGUSTUS,gene,96064266,96125150,0.33,-,.,g20891
1_RagTag,AUGUSTUS,gene,259409721,259415017,0.06,+,.,g6516
1_RagTag,AUGUSTUS,gene,115790800,115791353,0.32,-,.,g3351
1_RagTag,AUGUSTUS,gene,40056149,40075346,0,-,.,g1372
3_RagTag,AUGUSTUS,gene,226848848,226849603,0.53,-,.,g23622
2_RagTag,AUGUSTUS,gene,186804816,186805734,0.12,+,.,g12527
3_RagTag,AUGUSTUS,gene,274216846,274228886,0.7,-,.,g24652
3_RagTag,AUGUSTUS,gene,230465894,230467241,0.17,+,.,g23719
3_RagTag,AUGUSTUS,gene,64250957,64269808,0.04,+,.,g20056
3_RagTag,AUGUSTUS,gene,121191125,121192645,0.8,-,.,g21453
1_RagTag,AUGUSTUS,gene,186536742,186562466,0.04,+,.,g4600
2_RagTag,AUGUSTUS,gene,22644172,22644642,0.82,-,.,g8648
1_RagTag,AUGUSTUS,gene,298637845,298638633,0.98,-,.,g7524
1_RagTag,AUGUSTUS,gene,229397131,229397616,0.1,+,.,g5853
2_RagTag,AUGUSTUS,gene,9042947,9043720,0.99,+,.,g8296
1_RagTag,AUGUSTUS,gene,294073758,294074258,0.97,-,.,g7335
1_RagTag,AUGUSTUS,gene,106384360,106385039,0.33,-,.,g3177
2_RagTag,AUGUSTUS,gene,325156526,325190681,0.11,+,.,g15240
2_RagTag,AUGUSTUS,gene,54863049,54884242,0.02,-,.,g9552
2_RagTag,AUGUSTUS,gene,151820442,151821214,0.25,+,.,g11802
3_RagTag,AUGUSTUS,gene,291800169,291839065,0.02,+,.,g25158
2_RagTag,AUGUSTUS,gene,180046151,180047473,0.04,+,.,g12397
1_RagTag,AUGUSTUS,gene,42436525,42453323,0.81,-,.,g1444
2_RagTag,AUGUSTUS,gene,346330365,346342499,0.97,+,.,g15759
3_RagTag,AUGUSTUS,gene,198480571,198480963,0.18,+,.,g23073
3_RagTag,AUGUSTUS,gene,326624628,326638430,0.03,-,.,g25983
ptg001012l,AUGUSTUS,gene,3683,4130,0.42,+,.,g28244
3_RagTag,AUGUSTUS,gene,6466644,6471955,0.11,+,.,g18406
1_RagTag,AUGUSTUS,gene,138913859,138916525,0.22,-,.,g3738
2_RagTag,AUGUSTUS,gene,415490834,415501994,0.32,+,.,g17425
3_RagTag,AUGUSTUS,gene,293604894,293667914,0,-,.,g25204
2_RagTag,AUGUSTUS,gene,310798328,310802554,0.11,-,.,g14896
2_RagTag,AUGUSTUS,gene,305367731,305384678,0.63,+,.,g14773
3_RagTag,AUGUSTUS,gene,141815261,141815527,0.38,+,.,g21915
1_RagTag,AUGUSTUS,gene,40838443,40842623,0.18,-,.,g1389
3_RagTag,AUGUSTUS,gene,168674615,168714574,0.02,-,.,g22447
3_RagTag,AUGUSTUS,gene,38145566,38158747,0.43,+,.,g19419
2_RagTag,AUGUSTUS,gene,6629342,6695965,0.01,-,.,g8238
1_RagTag,AUGUSTUS,gene,245525628,245532437,0.07,+,.,g6213
1_RagTag,AUGUSTUS,gene,177680668,177684872,0.04,-,.,g4431
3_RagTag,GeneMark.hmm3,gene,208108230,208108919,.,-,.,gene_id file_2_29201_g; transcript_id file_2_29201_t;
1_RagTag,AUGUSTUS,gene,212644849,212646439,0.81,-,.,g5255
3_RagTag,AUGUSTUS,gene,40492616,40503482,0.21,+,.,g19501
1_RagTag,AUGUSTUS,gene,152467672,152468283,0.42,+,.,g4048
2_RagTag,AUGUSTUS,gene,376531598,376563553,0.02,-,.,g16443
3_RagTag,AUGUSTUS,gene,25169634,25192841,0.12,-,.,g19021
1_RagTag,AUGUSTUS,gene,292622706,292623221,0.95,-,.,g7298
1_RagTag,AUGUSTUS,gene,162498793,162542743,0.01,+,.,g4208
1_RagTag,AUGUSTUS,gene,305434369,305436160,0.1,+,.,g7757
3_RagTag,AUGUSTUS,gene,366035305,366037125,0.95,+,.,g27009
1_RagTag,AUGUSTUS,gene,46150769,46156211,0.3,+,.,g1581
3_RagTag,AUGUSTUS,gene,333548714,333570617,0.01,-,.,g26163
1_RagTag,AUGUSTUS,gene,182646135,182669471,0.12,-,.,g4513
3_RagTag,AUGUSTUS,gene,33096699,33139223,0.11,-,.,g19281
2_RagTag,AUGUSTUS,gene,146228097,146272533,0.1,-,.,g11707
2_RagTag,AUGUSTUS,gene,165001276,165001747,0.69,-,.,g12042
1_RagTag,AUGUSTUS,gene,202443503,202470131,0.1,-,.,g4952
1_RagTag,GeneMark.hmm3,gene,233206643,233223526,.,-,.,gene_id file_2_7592_g; transcript_id file_2_7592_t;
